Timestamp,Chronos_Bolt_Tiny
2023-12-19 00:00:00+00:00,42613.81640625
2023-12-20 00:00:00+00:00,42337.765625
2023-12-21 00:00:00+00:00,43964.234375
2023-12-22 00:00:00+00:00,44048.26953125
2023-12-23 00:00:00+00:00,44038.19921875
2023-12-24 00:00:00+00:00,43830.25
2023-12-25 00:00:00+00:00,43146.44140625
2023-12-26 00:00:00+00:00,44140.546875
2023-12-27 00:00:00+00:00,42838.03125
2023-12-28 00:00:00+00:00,43612.765625
2023-12-29 00:00:00+00:00,42580.1015625
2023-12-30 00:00:00+00:00,41972.125
2023-12-31 00:00:00+00:00,42116.015625
2024-01-01 00:00:00+00:00,42484.734375
2024-01-02 00:00:00+00:00,44459.125
2024-01-03 00:00:00+00:00,44957.81640625
2024-01-04 00:00:00+00:00,43210.453125
2024-01-05 00:00:00+00:00,44655.5859375
2024-01-06 00:00:00+00:00,44725.4140625
2024-01-07 00:00:00+00:00,44326.6015625
2024-01-08 00:00:00+00:00,44350.29296875
2024-01-09 00:00:00+00:00,47412.34765625
2024-01-10 00:00:00+00:00,46778.859375
2024-01-11 00:00:00+00:00,47153.4140625
2024-01-12 00:00:00+00:00,46984.68359375
2024-01-13 00:00:00+00:00,43979.07421875
2024-01-14 00:00:00+00:00,43876.4609375
2024-01-15 00:00:00+00:00,42288.82421875
2024-01-16 00:00:00+00:00,42734.49609375
2024-01-17 00:00:00+00:00,43477.24609375
2024-01-18 00:00:00+00:00,42941.328125
2024-01-19 00:00:00+00:00,41350.62109375
2024-01-20 00:00:00+00:00,41692.8046875
2024-01-21 00:00:00+00:00,41630.59765625
2024-01-22 00:00:00+00:00,41709.3125
2024-01-23 00:00:00+00:00,39633.703125
2024-01-24 00:00:00+00:00,40023.5546875
2024-01-25 00:00:00+00:00,40458.11328125
2024-01-26 00:00:00+00:00,40077.7109375
2024-01-27 00:00:00+00:00,42029.8203125
2024-01-28 00:00:00+00:00,42919.36328125
2024-01-29 00:00:00+00:00,42571.984375
2024-01-30 00:00:00+00:00,43634.99609375
2024-01-31 00:00:00+00:00,43283.51171875
2024-02-01 00:00:00+00:00,42862.5625
2024-02-02 00:00:00+00:00,43548.140625
2024-02-03 00:00:00+00:00,43644.5625
2024-02-04 00:00:00+00:00,43258.4453125
2024-02-05 00:00:00+00:00,42982.234375
2024-02-06 00:00:00+00:00,43197.1171875
2024-02-07 00:00:00+00:00,43677.4453125
2024-02-08 00:00:00+00:00,44836.8984375
2024-02-09 00:00:00+00:00,45802.31640625
2024-02-10 00:00:00+00:00,47715.62890625
2024-02-11 00:00:00+00:00,48624.375
2024-02-12 00:00:00+00:00,49110.04296875
2024-02-13 00:00:00+00:00,51080.1953125
2024-02-14 00:00:00+00:00,50269.03125
2024-02-15 00:00:00+00:00,52599.2890625
2024-02-16 00:00:00+00:00,52727.3203125
2024-02-17 00:00:00+00:00,52630.85546875
2024-02-18 00:00:00+00:00,52022.18359375
2024-02-19 00:00:00+00:00,52505.58984375
2024-02-20 00:00:00+00:00,51754.0859375
2024-02-21 00:00:00+00:00,52487.65625
2024-02-22 00:00:00+00:00,52012.1640625
2024-02-23 00:00:00+00:00,51199.8515625
2024-02-24 00:00:00+00:00,50586.1640625
2024-02-25 00:00:00+00:00,51734.49609375
2024-02-26 00:00:00+00:00,51894.171875
2024-02-27 00:00:00+00:00,54852.42578125
2024-02-28 00:00:00+00:00,57122.91796875
2024-02-29 00:00:00+00:00,63087.28125
2024-03-01 00:00:00+00:00,61600.546875
2024-03-02 00:00:00+00:00,62658.26953125
2024-03-03 00:00:00+00:00,62479.92578125
2024-03-04 00:00:00+00:00,63615.68359375
2024-03-05 00:00:00+00:00,69627.0625
2024-03-06 00:00:00+00:00,64534.8359375
2024-03-07 00:00:00+00:00,66594.625
2024-03-08 00:00:00+00:00,67826.140625
2024-03-09 00:00:00+00:00,69128.609375
2024-03-10 00:00:00+00:00,68848.234375
2024-03-11 00:00:00+00:00,69127.0078125
2024-03-12 00:00:00+00:00,73273.6328125
2024-03-13 00:00:00+00:00,72552.890625
2024-03-14 00:00:00+00:00,74747.4140625
2024-03-15 00:00:00+00:00,72880.453125
2024-03-16 00:00:00+00:00,70229.890625
2024-03-17 00:00:00+00:00,65699.546875
2024-03-18 00:00:00+00:00,69244.140625
2024-03-19 00:00:00+00:00,68642.203125
2024-03-20 00:00:00+00:00,61866.890625
2024-03-21 00:00:00+00:00,68753.0625
2024-03-22 00:00:00+00:00,65845.1171875
2024-03-23 00:00:00+00:00,63556.84375
2024-03-24 00:00:00+00:00,63802.88671875
2024-03-25 00:00:00+00:00,67048.859375
2024-03-26 00:00:00+00:00,69698.34375
2024-03-27 00:00:00+00:00,70048.9375
2024-03-28 00:00:00+00:00,69385.203125
2024-03-29 00:00:00+00:00,71364.3984375
2024-03-30 00:00:00+00:00,70543.1875
2024-03-31 00:00:00+00:00,70212.9609375
2024-04-01 00:00:00+00:00,71892.65625
2024-04-02 00:00:00+00:00,70437.8515625
2024-04-03 00:00:00+00:00,65398.94140625
2024-04-04 00:00:00+00:00,66001.7734375
2024-04-05 00:00:00+00:00,68839.5
2024-04-06 00:00:00+00:00,68010.0859375
2024-04-07 00:00:00+00:00,68785.484375
2024-04-08 00:00:00+00:00,69222.609375
2024-04-09 00:00:00+00:00,71463.625
2024-04-10 00:00:00+00:00,69430.0703125
2024-04-11 00:00:00+00:00,70971.3125
2024-04-12 00:00:00+00:00,70868.6796875
2024-04-13 00:00:00+00:00,67533.296875
2024-04-14 00:00:00+00:00,64171.8203125
2024-04-15 00:00:00+00:00,65646.8125
2024-04-16 00:00:00+00:00,63051.6875
2024-04-17 00:00:00+00:00,63248.52734375
2024-04-18 00:00:00+00:00,60453.1484375
2024-04-19 00:00:00+00:00,62807.58984375
2024-04-20 00:00:00+00:00,63274.875
2024-04-21 00:00:00+00:00,64837.203125
2024-04-22 00:00:00+00:00,64673.7890625
2024-04-23 00:00:00+00:00,66684.125
2024-04-24 00:00:00+00:00,66453.53125
2024-04-25 00:00:00+00:00,64265.7109375
2024-04-26 00:00:00+00:00,64701.453125
2024-04-27 00:00:00+00:00,64173.4453125
2024-04-28 00:00:00+00:00,63883.5859375
2024-04-29 00:00:00+00:00,63353.19921875
2024-04-30 00:00:00+00:00,63921.75390625
2024-05-01 00:00:00+00:00,60244.875
2024-05-02 00:00:00+00:00,57738.3671875
2024-05-03 00:00:00+00:00,58454.140625
2024-05-04 00:00:00+00:00,62558.10546875
2024-05-05 00:00:00+00:00,63094.37890625
2024-05-06 00:00:00+00:00,63616.8515625
2024-05-07 00:00:00+00:00,63422.47265625
2024-05-08 00:00:00+00:00,62278.109375
2024-05-09 00:00:00+00:00,60973.62890625
2024-05-10 00:00:00+00:00,63219.2734375
2024-05-11 00:00:00+00:00,61355.1953125
2024-05-12 00:00:00+00:00,61141.875
2024-05-13 00:00:00+00:00,61552.734375
2024-05-14 00:00:00+00:00,62774.6640625
2024-05-15 00:00:00+00:00,61880.81640625
2024-05-16 00:00:00+00:00,65777.875
2024-05-17 00:00:00+00:00,64869.53515625
2024-05-18 00:00:00+00:00,66589.53125
2024-05-19 00:00:00+00:00,66179.9296875
2024-05-20 00:00:00+00:00,65921.0390625
2024-05-21 00:00:00+00:00,70275.1875
2024-05-22 00:00:00+00:00,69405.9140625
2024-05-23 00:00:00+00:00,68399.1875
2024-05-24 00:00:00+00:00,67743.921875
2024-05-25 00:00:00+00:00,68321.8515625
2024-05-26 00:00:00+00:00,69021.375
2024-05-27 00:00:00+00:00,68671.3515625
2024-05-28 00:00:00+00:00,69764.34375
2024-05-29 00:00:00+00:00,68933.2421875
2024-05-30 00:00:00+00:00,68070.359375
2024-05-31 00:00:00+00:00,68463.4765625
2024-06-01 00:00:00+00:00,67830.2734375
2024-06-02 00:00:00+00:00,67716.7421875
2024-06-03 00:00:00+00:00,67794.53125
2024-06-04 00:00:00+00:00,68666.8046875
2024-06-05 00:00:00+00:00,70645.84375
2024-06-06 00:00:00+00:00,71150.921875
2024-06-07 00:00:00+00:00,70894.125
2024-06-08 00:00:00+00:00,69710.203125
2024-06-09 00:00:00+00:00,69662.9921875
2024-06-10 00:00:00+00:00,70186.640625
2024-06-11 00:00:00+00:00,69994.3203125
2024-06-12 00:00:00+00:00,67833.4140625
2024-06-13 00:00:00+00:00,68755.6875
2024-06-14 00:00:00+00:00,67068.1015625
2024-06-15 00:00:00+00:00,66184.65625
2024-06-16 00:00:00+00:00,66279.7421875
2024-06-17 00:00:00+00:00,66433.5859375
2024-06-18 00:00:00+00:00,66323.5078125
2024-06-19 00:00:00+00:00,65508.6796875
2024-06-20 00:00:00+00:00,65189.328125
2024-06-21 00:00:00+00:00,65116.109375
2024-06-22 00:00:00+00:00,63803.171875
2024-06-23 00:00:00+00:00,63841.95703125
2024-06-24 00:00:00+00:00,63047.85546875
2024-06-25 00:00:00+00:00,60120.59765625
2024-06-26 00:00:00+00:00,61389.59375
2024-06-27 00:00:00+00:00,60543.12109375
2024-06-28 00:00:00+00:00,61410.71875
2024-06-29 00:00:00+00:00,60543.80859375
2024-06-30 00:00:00+00:00,60709.015625
2024-07-01 00:00:00+00:00,61846.796875
2024-07-02 00:00:00+00:00,62387.53515625
2024-07-03 00:00:00+00:00,61371.13671875
2024-07-04 00:00:00+00:00,60091.3125
2024-07-05 00:00:00+00:00,57288.67578125
2024-07-06 00:00:00+00:00,56787.1640625
2024-07-07 00:00:00+00:00,58816.9375
2024-07-08 00:00:00+00:00,56194.8671875
2024-07-09 00:00:00+00:00,56246.78125
2024-07-10 00:00:00+00:00,57486.515625
2024-07-11 00:00:00+00:00,57503.234375
2024-07-12 00:00:00+00:00,56909.53515625
2024-07-13 00:00:00+00:00,56823.671875
2024-07-14 00:00:00+00:00,57809.7734375
2024-07-15 00:00:00+00:00,59362.6640625
2024-07-16 00:00:00+00:00,63236.60546875
2024-07-17 00:00:00+00:00,63899.84375
2024-07-18 00:00:00+00:00,63825.703125
2024-07-19 00:00:00+00:00,64351.8828125
2024-07-20 00:00:00+00:00,66979.8046875
2024-07-21 00:00:00+00:00,67475.9453125
2024-07-22 00:00:00+00:00,68567.03125
2024-07-23 00:00:00+00:00,68521.8203125
2024-07-24 00:00:00+00:00,66757.03125
2024-07-25 00:00:00+00:00,65676.3984375
2024-07-26 00:00:00+00:00,65876.1171875
2024-07-27 00:00:00+00:00,67881.859375
2024-07-28 00:00:00+00:00,67777.890625
2024-07-29 00:00:00+00:00,67998.265625
2024-07-30 00:00:00+00:00,66779.234375
2024-07-31 00:00:00+00:00,65974.078125
2024-08-01 00:00:00+00:00,64670.82421875
2024-08-02 00:00:00+00:00,65378.4375
2024-08-03 00:00:00+00:00,62198.9453125
2024-08-04 00:00:00+00:00,61261.078125
2024-08-05 00:00:00+00:00,59418.6953125
2024-08-06 00:00:00+00:00,55543.44921875
2024-08-07 00:00:00+00:00,57358.3125
2024-08-08 00:00:00+00:00,56238.3125
2024-08-09 00:00:00+00:00,61627.2734375
2024-08-10 00:00:00+00:00,60358.140625
2024-08-11 00:00:00+00:00,60247.140625
2024-08-12 00:00:00+00:00,59126.55078125
2024-08-13 00:00:00+00:00,59229.734375
2024-08-14 00:00:00+00:00,60009.9296875
2024-08-15 00:00:00+00:00,58893.78125
2024-08-16 00:00:00+00:00,58275.96875
2024-08-17 00:00:00+00:00,59219.859375
2024-08-18 00:00:00+00:00,59389.80859375
2024-08-19 00:00:00+00:00,58601.8984375
2024-08-20 00:00:00+00:00,58660.71484375
2024-08-21 00:00:00+00:00,58012.54296875
2024-08-22 00:00:00+00:00,58825.140625
2024-08-23 00:00:00+00:00,59437.1796875
2024-08-24 00:00:00+00:00,62516.54296875
2024-08-25 00:00:00+00:00,63740.84765625
2024-08-26 00:00:00+00:00,64065.97265625
2024-08-27 00:00:00+00:00,63187.59765625
2024-08-28 00:00:00+00:00,60151.375
2024-08-29 00:00:00+00:00,59808.05859375
2024-08-30 00:00:00+00:00,60387.484375
2024-08-31 00:00:00+00:00,60576.359375
2024-09-01 00:00:00+00:00,60422.7890625
2024-09-02 00:00:00+00:00,58134.69921875
2024-09-03 00:00:00+00:00,59838.2578125
2024-09-04 00:00:00+00:00,58734.640625
2024-09-05 00:00:00+00:00,59247.421875
2024-09-06 00:00:00+00:00,57484.23828125
2024-09-07 00:00:00+00:00,55181.47265625
2024-09-08 00:00:00+00:00,54686.06640625
2024-09-09 00:00:00+00:00,55200.76171875
2024-09-10 00:00:00+00:00,57707.81640625
2024-09-11 00:00:00+00:00,57610.44921875
2024-09-12 00:00:00+00:00,57245.06640625
2024-09-13 00:00:00+00:00,58217.4765625
2024-09-14 00:00:00+00:00,60937.69140625
2024-09-15 00:00:00+00:00,59877.734375
2024-09-16 00:00:00+00:00,59308.58984375
2024-09-17 00:00:00+00:00,58682.421875
2024-09-18 00:00:00+00:00,60253.03515625
2024-09-19 00:00:00+00:00,61304.00390625
2024-09-20 00:00:00+00:00,62493.015625
2024-09-21 00:00:00+00:00,63208.375
2024-09-22 00:00:00+00:00,63353.390625
2024-09-23 00:00:00+00:00,63239.8515625
2024-09-24 00:00:00+00:00,63021.86328125
2024-09-25 00:00:00+00:00,64385.765625
2024-09-26 00:00:00+00:00,62973.08203125
2024-09-27 00:00:00+00:00,65152.95703125
2024-09-28 00:00:00+00:00,66097.5
2024-09-29 00:00:00+00:00,66410.6328125
2024-09-30 00:00:00+00:00,65987.125
2024-10-01 00:00:00+00:00,63226.89453125
2024-10-02 00:00:00+00:00,61161.390625
2024-10-03 00:00:00+00:00,61319.77734375
2024-10-04 00:00:00+00:00,61295.76953125
2024-10-05 00:00:00+00:00,62060.81640625
2024-10-06 00:00:00+00:00,61830.49609375
2024-10-07 00:00:00+00:00,62388.83203125
2024-10-08 00:00:00+00:00,61802.99609375
2024-10-09 00:00:00+00:00,61874.36328125
2024-10-10 00:00:00+00:00,60535.43359375
2024-10-11 00:00:00+00:00,60378.98828125
2024-10-12 00:00:00+00:00,62671.2109375
2024-10-13 00:00:00+00:00,63177.375
2024-10-14 00:00:00+00:00,62723.5625
2024-10-15 00:00:00+00:00,66396.9375
2024-10-16 00:00:00+00:00,67650.09375
2024-10-17 00:00:00+00:00,68053.0078125
2024-10-18 00:00:00+00:00,67522.3828125
2024-10-19 00:00:00+00:00,68900.53125
2024-10-20 00:00:00+00:00,68539.140625
2024-10-21 00:00:00+00:00,68934.4375
2024-10-22 00:00:00+00:00,67609.5234375
2024-10-23 00:00:00+00:00,67857.0390625
2024-10-24 00:00:00+00:00,66946.5
2024-10-25 00:00:00+00:00,68159.375
2024-10-26 00:00:00+00:00,66751.125
2024-10-27 00:00:00+00:00,67444.796875
2024-10-28 00:00:00+00:00,68430.078125
2024-10-29 00:00:00+00:00,69945.0859375
2024-10-30 00:00:00+00:00,73078.921875
2024-10-31 00:00:00+00:00,72545.53125
2024-11-01 00:00:00+00:00,70298.4765625
2024-11-02 00:00:00+00:00,69592.2265625
2024-11-03 00:00:00+00:00,69572.8828125
2024-11-04 00:00:00+00:00,69221.125
2024-11-05 00:00:00+00:00,68583.5859375
2024-11-06 00:00:00+00:00,69986.4296875
2024-11-07 00:00:00+00:00,74767.0234375
2024-11-08 00:00:00+00:00,76081.5
2024-11-09 00:00:00+00:00,77087.5078125
2024-11-10 00:00:00+00:00,77315.5390625
2024-11-11 00:00:00+00:00,81478.1875
2024-11-12 00:00:00+00:00,89750.4140625
2024-11-13 00:00:00+00:00,87917.578125
2024-11-14 00:00:00+00:00,90428.9609375
2024-11-15 00:00:00+00:00,88524.765625
2024-11-16 00:00:00+00:00,92493.8515625
2024-11-17 00:00:00+00:00,92144.8671875
2024-11-18 00:00:00+00:00,90790.234375
2024-11-19 00:00:00+00:00,92232.765625
2024-11-20 00:00:00+00:00,94614.84375
2024-11-21 00:00:00+00:00,97009.7578125
2024-11-22 00:00:00+00:00,101934.53125
2024-11-23 00:00:00+00:00,101973.609375
2024-11-24 00:00:00+00:00,99411.15625
2024-11-25 00:00:00+00:00,99449.90625
2024-11-26 00:00:00+00:00,93832.1953125
2024-11-27 00:00:00+00:00,92517.5
2024-11-28 00:00:00+00:00,97176.2578125
2024-11-29 00:00:00+00:00,96981.921875
2024-11-30 00:00:00+00:00,98520.4453125
2024-12-01 00:00:00+00:00,97844.75
2024-12-02 00:00:00+00:00,98474.203125
2024-12-03 00:00:00+00:00,96727.6328125
2024-12-04 00:00:00+00:00,96548.84375
2024-12-05 00:00:00+00:00,100278.90625
2024-12-06 00:00:00+00:00,98464.65625
2024-12-07 00:00:00+00:00,101389.8828125
2024-12-08 00:00:00+00:00,101322.265625
2024-12-09 00:00:00+00:00,102670.34375
2024-12-10 00:00:00+00:00,98469.9921875
2024-12-11 00:00:00+00:00,97061.3828125
2024-12-12 00:00:00+00:00,102326.859375
2024-12-13 00:00:00+00:00,101929.3515625
2024-12-14 00:00:00+00:00,103203.203125
2024-12-15 00:00:00+00:00,103360.359375
2024-12-16 00:00:00+00:00,106095.515625
2024-12-17 00:00:00+00:00,107943.640625
2024-12-18 00:00:00+00:00,107846.1875
2024-12-19 00:00:00+00:00,101870.625
2024-12-20 00:00:00+00:00,98650.8515625
2024-12-21 00:00:00+00:00,98677.8984375
2024-12-22 00:00:00+00:00,97846.8671875
2024-12-23 00:00:00+00:00,95476.875
2024-12-24 00:00:00+00:00,94117.7421875
2024-12-25 00:00:00+00:00,98275.7734375
2024-12-26 00:00:00+00:00,99525.21875
2024-12-27 00:00:00+00:00,95674.3125
2024-12-28 00:00:00+00:00,94396.640625
2024-12-29 00:00:00+00:00,95426.2890625
2024-12-30 00:00:00+00:00,92908.2890625
2024-12-31 00:00:00+00:00,92123.0546875
2025-01-01 00:00:00+00:00,92685.4375
2025-01-02 00:00:00+00:00,94271.171875
2025-01-03 00:00:00+00:00,96841.2109375
2025-01-04 00:00:00+00:00,99137.2734375
2025-01-05 00:00:00+00:00,99543.953125
2025-01-06 00:00:00+00:00,99587.5625
2025-01-07 00:00:00+00:00,103433.4765625
2025-01-08 00:00:00+00:00,97731.484375
2025-01-09 00:00:00+00:00,94926.0625
2025-01-10 00:00:00+00:00,92043.515625
2025-01-11 00:00:00+00:00,94624.3125
2025-01-12 00:00:00+00:00,94654.4765625
2025-01-13 00:00:00+00:00,94983.203125
2025-01-14 00:00:00+00:00,95890.78125
2025-01-15 00:00:00+00:00,97362.609375
2025-01-16 00:00:00+00:00,101721.984375
2025-01-17 00:00:00+00:00,100925.3046875
2025-01-18 00:00:00+00:00,104674.46875
2025-01-19 00:00:00+00:00,104604.1328125
2025-01-20 00:00:00+00:00,101096.140625
2025-01-21 00:00:00+00:00,102331.1640625
2025-01-22 00:00:00+00:00,106101.6875
2025-01-23 00:00:00+00:00,104049.6875
2025-01-24 00:00:00+00:00,104080.234375
2025-01-25 00:00:00+00:00,105244.765625
2025-01-26 00:00:00+00:00,104609.1484375
2025-01-27 00:00:00+00:00,102351.1328125
2025-01-28 00:00:00+00:00,102041.8359375
2025-01-29 00:00:00+00:00,101365.671875
2025-01-30 00:00:00+00:00,103652.75
2025-01-31 00:00:00+00:00,104475.46875
2025-02-01 00:00:00+00:00,102801.1328125
2025-02-02 00:00:00+00:00,100756.75
2025-02-03 00:00:00+00:00,96840.7734375
2025-02-04 00:00:00+00:00,100051.3125
2025-02-05 00:00:00+00:00,97481.84375
2025-02-06 00:00:00+00:00,96879.3671875
2025-02-07 00:00:00+00:00,96960.625
2025-02-08 00:00:00+00:00,96455.859375
2025-02-09 00:00:00+00:00,96547.8828125
2025-02-10 00:00:00+00:00,96797.421875
2025-02-11 00:00:00+00:00,97254.3046875
2025-02-12 00:00:00+00:00,95484.625
2025-02-13 00:00:00+00:00,97451.6640625
2025-02-14 00:00:00+00:00,97006.015625
2025-02-15 00:00:00+00:00,97874.2421875
2025-02-16 00:00:00+00:00,97747.1484375
2025-02-17 00:00:00+00:00,96593.6875
2025-02-18 00:00:00+00:00,96448.1484375
2025-02-19 00:00:00+00:00,96175.0078125
2025-02-20 00:00:00+00:00,96721.6953125
2025-02-21 00:00:00+00:00,98693.03125
2025-02-22 00:00:00+00:00,97368.4921875
2025-02-23 00:00:00+00:00,97467.671875
2025-02-24 00:00:00+00:00,96480.0703125
2025-02-25 00:00:00+00:00,91042.5625
2025-02-26 00:00:00+00:00,87970.890625
2025-02-27 00:00:00+00:00,81976.59375
2025-02-28 00:00:00+00:00,82822.625
2025-03-01 00:00:00+00:00,82984.921875
2025-03-02 00:00:00+00:00,85304.484375
2025-03-03 00:00:00+00:00,93916.6328125
2025-03-04 00:00:00+00:00,85217.0390625
2025-03-05 00:00:00+00:00,86397.90625
2025-03-06 00:00:00+00:00,90247.890625
2025-03-07 00:00:00+00:00,89828.3828125
2025-03-08 00:00:00+00:00,86458.546875
2025-03-09 00:00:00+00:00,85798.0546875
2025-03-10 00:00:00+00:00,80948.078125
2025-03-11 00:00:00+00:00,78506.6328125
2025-03-12 00:00:00+00:00,82924.484375
2025-03-13 00:00:00+00:00,83458.0625
2025-03-14 00:00:00+00:00,81457.390625
2025-03-15 00:00:00+00:00,83005.9609375
2025-03-16 00:00:00+00:00,83018.296875
2025-03-17 00:00:00+00:00,81495.921875
2025-03-18 00:00:00+00:00,82787.9375
2025-03-19 00:00:00+00:00,81940.6640625
2025-03-20 00:00:00+00:00,85090.2890625
2025-03-21 00:00:00+00:00,83163.546875
2025-03-22 00:00:00+00:00,83322.0078125
2025-03-23 00:00:00+00:00,83593.40625
2025-03-24 00:00:00+00:00,85103.21875
2025-03-25 00:00:00+00:00,86368.234375
2025-03-26 00:00:00+00:00,86838.328125
