Timestamp,Actual,Naive,Persistence_Enhanced_LSTM,Chronos_Bolt_Tiny
2024-06-05 00:00:00+00:00,71119.0,70564.0,70515.61904740334,70645.84375
2024-06-06 00:00:00+00:00,70775.0,71119.0,71090.18736249208,71150.921875
2024-06-07 00:00:00+00:00,69326.0,70775.0,70707.62603729963,70894.125
2024-06-08 00:00:00+00:00,69306.0,69326.0,69153.44548118114,69710.203125
2024-06-09 00:00:00+00:00,69640.0,69306.0,69125.89429628849,69662.9921875
2024-06-10 00:00:00+00:00,69501.0,69640.0,69473.90303850174,70186.640625
2024-06-11 00:00:00+00:00,67306.0,69501.0,69318.00556433201,69994.3203125
2024-06-12 00:00:00+00:00,68243.0,67306.0,66983.3028357029,67833.4140625
2024-06-13 00:00:00+00:00,66733.0,68243.0,67985.00841677189,68755.6875
2024-06-14 00:00:00+00:00,65996.0,66733.0,66384.59036701918,67068.1015625
2024-06-15 00:00:00+00:00,66182.0,65996.0,65615.15011835098,66184.65625
2024-06-16 00:00:00+00:00,66622.0,66182.0,65827.34683763981,66279.7421875
2024-06-17 00:00:00+00:00,66475.0,66622.0,66306.2951258421,66433.5859375
2024-06-18 00:00:00+00:00,65145.0,66475.0,66162.07584887743,66323.5078125
2024-06-19 00:00:00+00:00,64946.0,65145.0,64766.07120394707,65508.6796875
2024-06-20 00:00:00+00:00,64845.0,64946.0,64573.671469926834,65189.328125
2024-06-21 00:00:00+00:00,64102.0,64845.0,64485.04666507244,65116.109375
2024-06-22 00:00:00+00:00,64233.0,64102.0,63716.319313406944,63803.171875
2024-06-23 00:00:00+00:00,63154.0,64233.0,63876.43237942457,63841.95703125
2024-06-24 00:00:00+00:00,60252.0,63154.0,62751.83650052548,63047.85546875
2024-06-25 00:00:00+00:00,61789.0,60252.0,59707.59856724739,60120.59765625
2024-06-26 00:00:00+00:00,60807.0,61789.0,61368.78717553616,61389.59375
2024-06-27 00:00:00+00:00,61622.0,60807.0,60352.64052021504,60543.12109375
2024-06-28 00:00:00+00:00,60315.0,61622.0,61245.88548719883,61410.71875
2024-06-29 00:00:00+00:00,60879.0,60315.0,59885.736154317856,60543.80859375
2024-06-30 00:00:00+00:00,62676.0,60879.0,60512.22117555141,60709.015625
2024-07-01 00:00:00+00:00,62829.0,62676.0,62438.88999795914,61846.796875
2024-07-02 00:00:00+00:00,62033.0,62829.0,62612.25640958548,62387.53515625
2024-07-03 00:00:00+00:00,60142.0,62033.0,61778.6409830451,61371.13671875
2024-07-04 00:00:00+00:00,57045.0,60142.0,59787.2251996994,60091.3125
2024-07-05 00:00:00+00:00,56632.0,57045.0,56532.71685808897,57288.67578125
2024-07-06 00:00:00+00:00,58251.0,56632.0,56130.5143494606,56787.1640625
