Timestamp,Persistence_Enhanced_LSTM
2025-06-21 00:00:00+00:00,102822.16856384277
2025-06-22 00:00:00+00:00,101591.75947028399
2025-06-23 00:00:00+00:00,100424.48801398277
2025-06-24 00:00:00+00:00,105167.08026218414
2025-06-25 00:00:00+00:00,105873.14996749163
2025-06-26 00:00:00+00:00,107242.44678890705
2025-06-27 00:00:00+00:00,106794.4019086361
2025-06-28 00:00:00+00:00,106891.13949537277
2025-06-29 00:00:00+00:00,107146.19322109222
2025-06-30 00:00:00+00:00,108236.35236167908
2025-07-01 00:00:00+00:00,106937.23866868019
2025-07-02 00:00:00+00:00,105367.35457402468
2025-07-03 00:00:00+00:00,108739.29184824228
2025-07-04 00:00:00+00:00,109527.69396209717
2025-07-05 00:00:00+00:00,107790.47138786316
2025-07-06 00:00:00+00:00,108002.06474304199
2025-07-07 00:00:00+00:00,109042.81970250607
2025-07-08 00:00:00+00:00,108019.52287107706
2025-07-09 00:00:00+00:00,108711.91336262226
2025-07-10 00:00:00+00:00,111184.19832384586
2025-07-11 00:00:00+00:00,116209.79208397865
2025-07-12 00:00:00+00:00,117809.48747491837
2025-07-13 00:00:00+00:00,117634.07800865173
2025-07-14 00:00:00+00:00,119363.9504212141
2025-07-15 00:00:00+00:00,120094.4178674221
2025-07-16 00:00:00+00:00,117782.46355330944
2025-07-17 00:00:00+00:00,118747.11125731468
2025-07-18 00:00:00+00:00,119288.33712935448
2025-07-19 00:00:00+00:00,117905.13320362568
2025-07-20 00:00:00+00:00,117756.50585103035
2025-07-21 00:00:00+00:00,117110.14398729801
2025-07-22 00:00:00+00:00,117189.38940489292
2025-07-23 00:00:00+00:00,119903.05801546574
2025-07-24 00:00:00+00:00,118592.56460410357
2025-07-25 00:00:00+00:00,118078.18499064445
2025-07-26 00:00:00+00:00,117324.17612540722
2025-07-27 00:00:00+00:00,117642.16306054592
2025-07-28 00:00:00+00:00,119231.8168194294
2025-07-29 00:00:00+00:00,117707.87757945061
2025-07-30 00:00:00+00:00,117570.6731595993
2025-07-31 00:00:00+00:00,117468.22555410862
2025-08-01 00:00:00+00:00,115254.3104737997
2025-08-02 00:00:00+00:00,112607.269259274
2025-08-03 00:00:00+00:00,111866.97707307339
2025-08-04 00:00:00+00:00,113697.23241043091
2025-08-05 00:00:00+00:00,114586.91368049383
2025-08-06 00:00:00+00:00,113626.94227641821
2025-08-07 00:00:00+00:00,114598.2093912363
2025-08-08 00:00:00+00:00,117246.91907435656
2025-08-09 00:00:00+00:00,116350.21692216396
2025-08-10 00:00:00+00:00,116161.92732810974
2025-08-11 00:00:00+00:00,119153.79743635654
2025-08-12 00:00:00+00:00,118500.37029886246
2025-08-13 00:00:00+00:00,119973.22813928127
2025-08-14 00:00:00+00:00,123413.3521270752
2025-08-15 00:00:00+00:00,118090.55621051788
2025-08-16 00:00:00+00:00,117080.63892745972
2025-08-17 00:00:00+00:00,117088.30133080482
2025-08-18 00:00:00+00:00,117114.39679205418
2025-08-19 00:00:00+00:00,115810.62501579523
2025-08-20 00:00:00+00:00,112218.01040232182
2025-08-21 00:00:00+00:00,113718.68278515339
2025-08-22 00:00:00+00:00,111832.81437397003
2025-08-23 00:00:00+00:00,116545.6893273592
2025-08-24 00:00:00+00:00,114952.96994018555
2025-08-25 00:00:00+00:00,112938.87652766705
2025-08-26 00:00:00+00:00,109420.94251155853
2025-08-27 00:00:00+00:00,111206.67923378944
2025-08-28 00:00:00+00:00,110682.92310422659
2025-08-29 00:00:00+00:00,112097.13004517555
2025-08-30 00:00:00+00:00,107645.45201730728
2025-08-31 00:00:00+00:00,108181.6811285615
2025-09-01 00:00:00+00:00,107622.65975117683
2025-09-02 00:00:00+00:00,108690.20119333267
2025-09-03 00:00:00+00:00,110830.20330774784
2025-09-04 00:00:00+00:00,111397.38831692934
2025-09-05 00:00:00+00:00,110335.68287104368
2025-09-06 00:00:00+00:00,110268.10461455584
2025-09-07 00:00:00+00:00,109805.43647611141
2025-09-08 00:00:00+00:00,110795.0771226883
2025-09-09 00:00:00+00:00,111812.05589532852
2025-09-10 00:00:00+00:00,111207.72580486536
2025-09-11 00:00:00+00:00,113820.5226187706
2025-09-12 00:00:00+00:00,115447.67181426287
2025-09-13 00:00:00+00:00,116036.91876292229
2025-09-14 00:00:00+00:00,115879.0262439847
2025-09-15 00:00:00+00:00,115175.79195976257
2025-09-16 00:00:00+00:00,115203.23737496138
2025-09-17 00:00:00+00:00,116723.81365483999
2025-09-18 00:00:00+00:00,116312.42637318373
2025-09-19 00:00:00+00:00,116980.06343096495
2025-09-20 00:00:00+00:00,115440.83421778679
2025-09-21 00:00:00+00:00,115487.88717728853
2025-09-22 00:00:00+00:00,114975.19675374031
2025-09-23 00:00:00+00:00,112258.96904730797
2025-09-24 00:00:00+00:00,111507.89680033922
2025-09-25 00:00:00+00:00,112911.11818802357
2025-09-26 00:00:00+00:00,108336.88692438602
2025-09-27 00:00:00+00:00,109084.28774261475
2025-09-28 00:00:00+00:00,109087.23655843735
2025-09-29 00:00:00+00:00,111788.46216773987
2025-09-30 00:00:00+00:00,114107.45819175243
2025-10-01 00:00:00+00:00,113773.6372628808
2025-10-02 00:00:00+00:00,118670.3058514595
2025-10-03 00:00:00+00:00,120710.57605361938
2025-10-04 00:00:00+00:00,122482.2339849472
2025-10-05 00:00:00+00:00,122577.3130210638
2025-10-06 00:00:00+00:00,123679.1890565157
2025-10-07 00:00:00+00:00,124913.02655410767
2025-10-08 00:00:00+00:00,121302.26719379425
2025-10-09 00:00:00+00:00,123342.95616209507
2025-10-10 00:00:00+00:00,121536.79926216602
2025-10-11 00:00:00+00:00,112274.84735441208
2025-10-12 00:00:00+00:00,109938.79010510445
2025-10-13 00:00:00+00:00,114542.634973526
2025-10-14 00:00:00+00:00,114732.11664229631
2025-10-15 00:00:00+00:00,112430.89509415627
2025-10-16 00:00:00+00:00,110053.49204039574
2025-10-17 00:00:00+00:00,107345.18098127842
2025-10-18 00:00:00+00:00,105568.17638111115
2025-10-19 00:00:00+00:00,106409.9200952053
2025-10-20 00:00:00+00:00,108007.57276010513
2025-10-21 00:00:00+00:00,110056.6549372673
2025-10-22 00:00:00+00:00,107747.08459281921
2025-10-23 00:00:00+00:00,106966.82439297438
2025-10-24 00:00:00+00:00,109670.69949620962
2025-10-25 00:00:00+00:00,110673.47016888857
2025-10-26 00:00:00+00:00,111356.95501041412
2025-10-27 00:00:00+00:00,114428.11376559734
2025-10-28 00:00:00+00:00,113936.70266020298
2025-10-29 00:00:00+00:00,112677.81609892845
2025-10-30 00:00:00+00:00,109607.18024611473
2025-10-31 00:00:00+00:00,107780.44797956944
2025-11-01 00:00:00+00:00,109116.91278934479
2025-11-02 00:00:00+00:00,109644.96662783623
2025-11-03 00:00:00+00:00,110163.34580540657
2025-11-04 00:00:00+00:00,105945.23072504997
2025-11-05 00:00:00+00:00,100598.58784711361
2025-11-06 00:00:00+00:00,103184.41039711237
2025-11-07 00:00:00+00:00,100485.1121339798
2025-11-08 00:00:00+00:00,102640.27043133974
2025-11-09 00:00:00+00:00,101627.1212977171
2025-11-10 00:00:00+00:00,104232.73828744888
2025-11-11 00:00:00+00:00,105599.47629618645
2025-11-12 00:00:00+00:00,102478.71733546257
2025-11-13 00:00:00+00:00,101049.3023070693
2025-11-14 00:00:00+00:00,98946.50601553917
2025-11-15 00:00:00+00:00,93588.26875162125
2025-11-16 00:00:00+00:00,94739.11248379946
2025-11-17 00:00:00+00:00,93359.38667368889
2025-11-18 00:00:00+00:00,91215.87894570827
2025-11-19 00:00:00+00:00,92133.92360013723
2025-11-20 00:00:00+00:00,90670.23103106022
2025-11-21 00:00:00+00:00,85514.93027567863
2025-11-22 00:00:00+00:00,84052.17086791992
2025-11-23 00:00:00+00:00,83727.90409696102
2025-11-24 00:00:00+00:00,86042.7527205944
